track,artist,year,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,charted,weeks-on-board
Sturm über Ryloth - Teil 06,The Clone Wars,2012.0,0.561,0.5770000000000001,96929.0,0.855,C#/Db,0.378,-9.495,0.361,82.771,0.523,False,0
DEJANDO HUELLAS,NZ,2018.0,0.000219,0.476,217159.0,0.767,A#/Bb,0.41,-5.558,0.363,76.41,0.238,False,0
CUTTHROAT SMILE,BEXEY,2018.0,0.0641,0.753,188000.0,0.826,C,0.356,-4.894,0.233,149.954,0.445,False,0
Nausnice z tresni,Sedmihlasek,2013.0,0.5770000000000001,0.764,125853.0,0.527,C,0.384,-6.964,0.0327,95.783,0.8690000000000001,False,0
Amsterdam,Kairon; IRSE!,2017.0,0.0172,0.211,437155.0,0.7440000000000001,G,0.129,-5.524,0.0406,104.761,0.0472,False,0
Layel W Raad Concert 2020,Wael Kfoury,2018.0,0.294,0.329,391523.0,0.7340000000000001,A,0.534,-12.584,0.373,185.795,0.596,False,0
Popurrí -el borracho -se me olvido otra,La Retrocumbia,2015.0,0.436,0.57,286947.0,0.867,C,0.11,-6.645,0.0636,147.41,0.8140000000000001,False,0
Vrem Totul,Cheloo,2014.0,0.7609999999999999,0.775,150071.0,0.5670000000000001,G,0.7340000000000001,-7.326,0.282,84.994,0.735,False,0
Die Pyjama Party - Teil 8,My Little Pony,2012.0,0.5,0.69,64165.0,0.545,A#/Bb,0.12,-13.653,0.331,115.825,0.917,False,0
Living With Ghosts,The Black Pacific,2010.0,0.00293,0.4320000000000001,183427.0,0.951,A#/Bb,0.334,-4.847,0.075,160.035,0.568,False,0
"Der Mann, der kein Mörder war - Die Fälle des Sebastian Bergman 1, Kapitel 196",Michael Hjorth,2011.0,0.746,0.735,117226.0,0.357,D#/Eb,0.412,-13.089,0.962,70.09899999999999,0.778,False,0
V I B E,vnp,2018.0,0.733,0.759,204000.0,0.614,B,0.299,-9.733,0.291,140.079,0.765,False,0
Tierra Querida,Hnos. Miño Naranjo,2017.0,0.927,0.438,140840.0,0.222,A#/Bb,0.102,-17.258,0.25,199.581,0.727,False,0
Lhob Walghram,Khaled El Aouni,2016.0,0.123,0.371,391693.0,0.639,A,0.124,-9.99,0.277,78.774,0.7879999999999999,False,0
Running,Alexandre Desplat,2014.0,0.604,0.15,181373.0,0.142,F,0.105,-17.252,0.0337,104.004,0.0342,False,0
Hey Mister DJ!,Die Schlümpfe,2018.0,0.306,0.856,241413.0,0.79,F,0.105,-5.157,0.106,128.004,0.847,False,0
Kapitel 06: Im Land der Fjordpferde (Folge 53),Wendy,2010.0,0.725,0.628,94364.0,0.416,C#/Db,0.348,-15.01,0.884,68.793,0.677,False,0
Plus l'Time,Lefa,2016.0,0.163,0.662,212867.0,0.727,A,0.245,-4.523,0.217,171.90400000000002,0.401,False,0
Tirip,Behzad Leito,2016.0,0.201,0.7020000000000001,240065.0,0.594,A,0.378,-8.225,0.0993,111.058,0.263,False,0
Feed the Fire,Combichrist,2013.0,0.000526,0.5660000000000001,239423.0,0.8640000000000001,C,0.0895,-4.793,0.0507,103.989,0.202,False,0
X's & O's,Jeremih,2010.0,0.0257,0.488,232453.0,0.632,C#/Db,0.117,-6.678999999999999,0.132,175.797,0.524,False,0
Wish the World Away,Ollie MN,2017.0,0.845,0.7040000000000001,154000.0,0.41,D#/Eb,0.113,-10.973,0.031,120.019,0.192,False,0
"Teil 31 - Die neuen Fälle, Fall 27: Ein ehrbares Haus",Sherlock Holmes,2016.0,0.316,0.642,95324.0,0.639,G,0.0997,-10.1,0.922,79.824,0.457,False,0
Eu Gosto Assim,Pedro Paulo & Alex,2010.0,0.146,0.894,162467.0,0.79,F#/Gb,0.0206,-8.865,0.0435,130.04,0.965,False,0
Züri,Faber,2015.0,0.251,0.547,177360.0,0.831,C,0.21,-6.724,0.0907,152.065,0.404,False,0
Wait Till Tomorrow,Yves V,2014.0,0.0448,0.5529999999999999,180000.0,0.813,C,0.121,-4.815,0.0538,127.868,0.6559999999999999,False,0
Sindbad (Titellied),Honey B,2010.0,0.0186,0.654,103240.0,0.816,A#/Bb,0.0532,-8.429,0.0463,124.662,0.972,False,0
Geh mal Bier holen GmbH,Dirk Bergmann,2015.0,0.00761,0.574,186840.0,0.8170000000000001,C#/Db,0.0705,-5.888999999999999,0.0604,139.812,0.3720000000000001,False,0
Home (feat. Alex Joseph),Dzeko & Torres,2016.0,0.00562,0.5770000000000001,174335.0,0.8859999999999999,D,0.112,-3.031,0.0666,127.959,0.616,False,0
Un Poco Loco,Salvatore Scire,2017.0,0.6759999999999999,0.563,112213.0,0.534,G,0.117,-7.195,0.0948,126.249,0.484,False,0
Alemdewem,Yosef kassa,2018.0,0.5379999999999999,0.392,378620.0,0.343,G,0.101,-14.062,0.046,133.764,0.456,False,0
In Order to Cast a Shadow You Must First Light a Fire,$uicideboy$,2015.0,0.059,0.6509999999999999,118329.0,0.597,D,0.117,-5.087,0.0297,129.951,0.0556,False,0
Uxnremacadamized,Cleaning the House,2018.0,0.00079,0.674,105406.0,0.782,A#/Bb,0.0538,-9.683,0.0455,175.959,0.7040000000000001,False,0
Fresa,Lng Sht,2014.0,0.474,0.777,194000.0,0.615,C#/Db,0.0395,-6.704,0.0769,96.996,0.853,False,0
Let Her Go,Vitamin String Quartet,2013.0,0.773,0.478,260827.0,0.183,G,0.126,-12.232,0.0588,145.365,0.611,False,0
"Concerto In C Major, RV 443: Largo",Antonio Vivaldi,2015.0,0.74,0.3670000000000001,212987.0,0.0759,E,0.0971,-28.424,0.046,95.638,0.104,False,0
Gak Brenti,D.P.M.B,2015.0,0.0497,0.905,199368.0,0.878,E,0.305,-5.39,0.272,100.032,0.72,False,0
Morning Call,Empia,2015.0,0.0017399999999999,0.685,185844.0,0.6679999999999999,C#/Db,0.261,-6.528,0.11,150.109,0.7190000000000001,False,0
Q.x.o - Ao Vivo,Qxó,2018.0,0.29,0.745,200156.0,0.397,C,0.118,-12.691,0.405,90.142,0.487,False,0
Listen Little Girl,Dale Fisher,2018.0,0.261,0.354,159720.0,0.528,D,0.0634,-12.5,0.0367,161.77100000000004,0.752,False,0
Cuando el Chyno Canta,Chyno Nyno,2016.0,0.537,0.708,153986.0,0.88,C#/Db,0.0601,-6.949,0.364,76.182,0.953,False,0
Ich bin's nicht gewesen,Joshi Mizu,2015.0,0.0571,0.555,200000.0,0.715,A#/Bb,0.0775,-5.541,0.241,78.74600000000002,0.251,False,0
Kesä yhdessä,Elias Kaskinen & Päivän Sankarit,2018.0,0.00956,0.5539999999999999,241707.0,0.787,F,0.32,-5.23,0.026,97.009,0.637,False,0
Bounce It,Qhiel,2018.0,0.0123,0.748,212088.0,0.8809999999999999,B,0.337,-4.771,0.0914,103.02,0.174,False,0
Sister's Jeans,Rolling Blackouts Coastal Fever,2018.0,0.00613,0.344,196174.0,0.7120000000000001,B,0.283,-5.6770000000000005,0.0396,133.437,0.7759999999999999,False,0
"Welcome To Atlanta (feat. P. Diddy, Snoop Dogg & Murphy Lee) - Coast 2 Coast Radio Remix",Jermaine Dupri,2018.0,0.111,0.778,260960.0,0.649,F#/Gb,0.289,-8.827,0.329,96.009,0.778,False,0
Kapitel 02: Winterliche Ruhestörung (GNG Folge 28),Benjamin Blümchen,2018.0,0.589,0.6940000000000001,93004.0,0.452,B,0.144,-12.675999999999998,0.951,87.292,0.69,False,0
House of Night - Gejagt - Teil 2,P.C. Cast,2011.0,0.721,0.638,325467.0,0.363,D#/Eb,0.183,-16.065,0.968,86.134,0.366,False,0
Kalle Kalle,Flora Gashi,2015.0,0.126,0.73,156387.0,0.863,B,0.296,-5.711,0.0345,101.978,0.952,False,0
Inner Peace,Beautiful Chorus,2015.0,0.994,0.442,244000.0,0.0214,F#/Gb,0.111,-21.256,0.0373,60.271,0.108,False,0
Concierto De Oquendo (feat. Manny Oquendo),Herman Olivera,2010.0,0.693,0.556,712181.0,0.613,A,0.0877,-12.074000000000002,0.0571,101.671,0.863,False,0
Love You Lately,Ariana and the Rose,2017.0,0.232,0.622,236537.0,0.5870000000000001,F,0.138,-6.692,0.0745,139.985,0.431,False,0
Bugatti,LGoony,2016.0,0.23,0.732,207382.0,0.561,G#/Ab,0.28,-7.8820000000000014,0.0352,129.961,0.265,False,0
Together - Radio Mix,Loudtech,2018.0,0.00545,0.853,228387.0,0.94,B,0.0439,-3.1,0.0717,124.005,0.447,False,0
Family First,Kobe,2018.0,0.607,0.8079999999999999,170262.0,0.579,A,0.227,-6.728,0.0784,98.916,0.525,False,0
Плачу на техно,HLEB,2017.0,0.00522,0.653,170909.0,0.893,A#/Bb,0.0517,-3.5860000000000003,0.0329,132.005,0.627,False,0
"The Ballad of Wayne, Wv",Andrew Adkins,2016.0,0.00577,0.448,202400.0,0.462,D,0.0818,-5.908,0.0307,75.745,0.5660000000000001,False,0
Bang Boom Bang,1.Kla$,2011.0,0.319,0.6729999999999999,233941.0,0.976,G,0.278,-3.946,0.161,80.00399999999998,0.495,False,0
Love One Another,The LDS Guitar Ensemble,2017.0,0.718,0.691,120259.0,0.347,A,0.0992,-8.957,0.0536,116.099,0.5,False,0
Kapitel 3: Die Veilchen sind weg,Emily Erdbeer,2011.0,0.642,0.687,1286213.0,0.585,C#/Db,0.186,-5.488,0.593,114.662,0.6559999999999999,False,0
Gypsy Woman - Richey Profond Radio Edit,Crystal Waters,2017.0,0.0154,0.7390000000000001,179512.0,0.915,D,0.196,-6.018,0.0466,123.029,0.309,False,0
Qrtjip,Parteum,2015.0,0.0216,0.518,82813.0,0.266,A#/Bb,0.136,-12.802,0.147,96.052,0.3229999999999999,False,0
Berge des Wahnsinns - Teil 57,Bibliothek des Schreckens,2018.0,0.7390000000000001,0.74,73767.0,0.399,G#/Ab,0.389,-12.186,0.857,97.899,0.8079999999999999,False,0
Fontaine,ba.fnu,2014.0,0.723,0.677,286320.0,0.565,D,0.0717,-9.839,0.0496,180.11,0.617,False,0
Ojos Bonitos,Los Zemvers,2015.0,0.242,0.75,244200.0,0.667,F#/Gb,0.34,-9.347,0.0346,99.272,0.93,False,0
Funeral,Qaayel,2018.0,0.696,0.5529999999999999,212870.0,0.423,G,0.1369999999999999,-8.931000000000003,0.403,115.302,0.255,False,0
В любовь не играют,Илья Mzt,2016.0,0.176,0.784,238514.0,0.746,G,0.144,-4.41,0.0546,110.024,0.573,False,0
A Bae,Tmaro,2018.0,0.594,0.782,185000.0,0.617,A#/Bb,0.0871,-8.568,0.0656,96.081,0.275,False,0
"Das total gefälschte Geheim-Tagebuch vom Mann von Frau Merkel, Kapitel 17",N.N.,2013.0,0.7509999999999999,0.6759999999999999,255580.0,0.276,A,0.38,-16.034000000000002,0.946,96.611,0.66,False,0
"House of Night, Folge 12: Erlöst, Kapitel 23",P.C. Cast,2014.0,0.502,0.628,534779.0,0.214,G#/Ab,0.11,-18.262,0.966,173.54,0.338,False,0
Racks in the City,Roney,2012.0,0.298,0.797,238032.0,0.524,C#/Db,0.392,-7.528,0.4920000000000001,98.994,0.487,False,0
"Nem Inglês, Nem Javanês",Orlando Sant'Helena,2018.0,0.913,0.511,203274.0,0.336,G,0.115,-10.474,0.0345,137.981,0.246,False,0
İyi Geceler,Bebek Uyku Ninnileri,2018.0,0.985,0.275,212872.0,0.0254,A,0.101,-27.556,0.0319,79.732,0.0349,False,0
Calling East,GTMK,2013.0,0.000149,0.75,408201.0,0.7559999999999999,A#/Bb,0.0943,-5.973,0.0414,125.998,0.456,False,0
Pumpin' Junkies,t+pazolite,2014.0,0.000403,0.486,269475.0,0.991,G#/Ab,0.208,-2.645,0.0749,94.993,0.972,False,0
"Teil 25 - Die alten Fälle (Reloaded), Fall 4: Die fünf Orangenkerne",Sherlock Holmes,2014.0,0.7020000000000001,0.609,92526.0,0.961,F#/Gb,0.852,-12.382,0.716,122.674,0.122,False,0
Soldier On - Rusko's F'kin Seagull Remix,The Temper Trap,2010.0,0.00543,0.564,309893.0,0.4,B,0.165,-9.26,0.0394,145.007,0.322,False,0
Dobry człowiek,Bonus RPK,2013.0,0.123,0.855,130427.0,0.574,D,0.0608,-7.342,0.304,92.037,0.596,False,0
Hram alik ya yhzali,Nadia D'Zyria,2014.0,0.648,0.62,204667.0,0.858,G#/Ab,0.922,-6.603,0.096,103.129,0.8370000000000001,False,0
L'oiseau,Feu! Chatterton,2018.0,0.179,0.555,212773.0,0.711,G#/Ab,0.28,-8.492,0.0506,171.933,0.5379999999999999,False,0
The Darkness (feat. Svrcina),Built By Titan,2015.0,0.21,0.574,250801.0,0.885,C#/Db,0.1689999999999999,-3.937,0.0559,126.0,0.309,False,0
Alone - FKJ Remix,Selah Sue,2015.0,0.114,0.848,222067.0,0.65,F,0.098,-5.8660000000000005,0.0875,101.982,0.574,False,0
Crazy Switch - Jquintel's Crazy Drums Mix,mLe,2010.0,9.9e-05,0.773,86759.0,0.976,C#/Db,0.307,-4.612,0.0607,132.644,0.67,False,0
A/Z,SawanoHiroyuki[nZk]:mizuki,2014.0,0.0734,0.6859999999999999,317440.0,0.826,C,0.105,-5.888,0.032,110.012,0.334,False,0
Milky Way - El Brujo Remix,Serge QZ,2014.0,0.126,0.8340000000000001,371208.0,0.448,C#/Db,0.109,-12.58,0.226,127.993,0.121,False,0
Quante carezze,Phauba,2017.0,0.478,0.644,77123.0,0.474,A,0.125,-12.716,0.0284,100.055,0.716,False,0
KKK,Maxo Kream,2015.0,0.539,0.703,221856.0,0.536,A#/Bb,0.107,-10.679,0.27,106.06,0.642,False,0
Ztracený Svět,Euphoria,2018.0,0.0371,0.408,238047.0,0.962,E,0.328,-3.668,0.0734,166.10299999999995,0.287,False,0
Viertelfinalrunde (EnteTainment vs. Jay Jiggy) [Jbb],EnteTainment,2015.0,0.442,0.452,228375.0,0.836,G#/Ab,0.175,-5.808,0.485,76.36,0.705,False,0
Kill It 4 The Kids (feat. AWOLNATION & R.City) - Nom De Strip Remix,Kill The Noise,2016.0,0.000238,0.674,210000.0,0.99,A#/Bb,0.521,-1.018,0.0781,128.042,0.381,False,0
MIND CONTROL,HVDES,2018.0,0.000748,0.498,214286.0,0.938,C,0.371,-0.565,0.0884,112.076,0.172,False,0
UP! (Beat The P*ssy UP) [Radio],LoveRance,2011.0,0.4270000000000001,0.83,252354.0,0.594,C#/Db,0.0859,-9.495,0.11,97.029,0.528,False,0
K3 zoekt DG,DGTP,2016.0,0.00636,0.7659999999999999,298095.0,0.79,F#/Gb,0.0819999999999999,-6.652,0.233,117.025,0.397,False,0
Anime Fight - VMP Remix,Tim Ismag,2014.0,0.00432,0.3,226897.0,0.983,B,0.338,-1.063,0.598,174.08700000000005,0.156,False,0
Third Eye - Symbolic & Waio Remix,GMS,2017.0,0.000517,0.72,480000.0,0.826,A,0.57,-7.807,0.0652,141.998,0.117,False,0
Tokyo By Night - Axwell Radio Edit,Hook N Sling,2014.0,0.0755,0.53,188941.0,0.8370000000000001,G,0.46,-3.369,0.081,127.994,0.289,False,0
The Right to Remain Violent,Grove Street Families,2016.0,9.13e-05,0.297,223018.0,0.966,F#/Gb,0.0692,-2.854,0.157,124.95,0.241,False,0
Searching,Dub FX,2016.0,0.00232,0.691,242907.0,0.83,F#/Gb,0.929,-4.869,0.067,126.892,0.6459999999999999,False,0
VT,Outskirts,2018.0,1.02e-05,0.243,111951.0,0.932,D,0.185,-4.312,0.0889,135.921,0.244,False,0
Lost in the Echo,Dreamshade,2018.0,0.0644,0.581,208434.0,0.956,A,0.152,-6.284,0.073,120.045,0.417,False,0
don't play your card,mxmtoon,2018.0,0.933,0.522,221422.0,0.11,B,0.096,-18.707,0.182,172.86900000000003,0.434,False,0
"Gawain, Act I (1994 Revised Version): Act I: Three Riddles: There was a man (The Fool, Agravain, Ywain)",Harrison Birtwistle,2014.0,0.925,0.298,125267.0,0.223,D,0.703,-20.384,0.0522,88.494,0.0858,False,0
Most Wanted,Vybz Kartel,2016.0,0.0932,0.835,179625.0,0.6709999999999999,A#/Bb,0.254,-5.067,0.195,100.002,0.491,False,0
VM: Mung Pinto,Syncopated Knock,2016.0,0.979,0.6629999999999999,79072.0,0.381,G#/Ab,0.7090000000000001,-20.062,0.938,127.345,0.0782,False,0
Hoofd Heet,JoeyAK,2018.0,0.0812,0.66,160111.0,0.473,C#/Db,0.0549,-5.855,0.368,92.023,0.22,False,0
"Symphony in D Major, Wq. 183, No. 1: I. Allegro di molto",Carl Philipp Emanuel Bach,2015.0,0.954,0.35,360827.0,0.174,C#/Db,0.0855,-17.352,0.0349,76.691,0.301,False,0
WFM,Ryder Barraw,2016.0,0.00138,0.75,185417.0,0.623,C#/Db,0.107,-5.843999999999999,0.22,188.054,0.389,False,0
Mshamba Wa Kideo,Mzee wa Bwax,2017.0,0.264,0.785,200125.0,0.721,G,0.327,-7.197,0.0447,95.009,0.405,False,0
"Eine Freundschaft, eine Liebe, eine Familie",Frei.Wild,2015.0,0.00166,0.368,204293.0,0.856,G#/Ab,0.219,-9.121,0.0589,170.005,0.328,False,0
Sono un uomo libero,Nando De Marco,2017.0,0.109,0.637,215893.0,0.851,F,0.0597,-3.268,0.0428,93.006,0.965,False,0
Alain Delon,Ozan Doğulu,2010.0,0.00433,0.643,231957.0,0.823,B,0.143,-6.305,0.0501,176.007,0.821,False,0
Locked Away (feat. Anthony Gallivan),RÆVE,2016.0,0.379,0.785,189701.0,0.413,A,0.221,-11.373,0.0667,103.995,0.618,False,0
"A Circumnavigation (Live at San Solomon Springs in Balmorhea, TX)",Balmorhea,2012.0,0.938,0.471,228613.0,0.192,D,0.173,-18.791,0.0402,120.735,0.273,False,0
100's & 20's,C-Kan,2018.0,0.085,0.855,265697.0,0.634,D,0.112,-5.76,0.336,130.048,0.273,False,0
Once Again - Oliver Koletzki Remix,Marlon Hoffstadt,2013.0,0.0255,0.8109999999999999,415883.0,0.606,F,0.0753,-8.511000000000001,0.0454,120.003,0.272,False,0
Hypersleep,RTPN,2017.0,0.228,0.56,160000.0,0.787,D,0.146,-11.255999999999998,0.0425,119.947,0.0656,False,0
The Big L.,Roxette,2014.0,0.111,0.6629999999999999,265733.0,0.897,E,0.253,-5.533,0.0323,142.507,0.937,False,0
Im Matterhorn z'Cobourg,Quartett Laseyer,2012.0,0.487,0.528,137200.0,0.633,C,0.0481,-8.979,0.0402,135.829,0.964,False,0
Zf04 - Original Mix,Octave,2012.0,0.00057,0.7120000000000001,396803.0,0.877,E,0.102,-9.727,0.0671,128.036,0.0379,False,0
Ohne uns,Blokkmonsta,2018.0,0.207,0.775,262807.0,0.539,G,0.136,-6.9270000000000005,0.0798,119.958,0.235,False,0
Star Fox - Corneria,Smooth McGroove,2014.0,0.723,0.6809999999999999,184737.0,0.863,G,0.0949,-9.536,0.0391,170.97299999999996,0.963,False,0
"Stellar - Live at HQ, Los Angeles, CA - June/July 2011",Incubus,2012.0,0.00902,0.557,246720.0,0.726,A,0.959,-8.193999999999999,0.0506,130.118,0.282,False,0
50XZoom,CPsilencer,2018.0,0.0505,0.6990000000000001,153130.0,0.447,E,0.0825,-12.064,0.0322,120.002,0.0937,False,0
Vision,QC,2018.0,0.85,0.627,135672.0,0.359,C,0.102,-13.024,0.0462,85.015,0.112,False,0
Kapitel 18 - Alea Aquarius 3. Das Geheimnis der Ozeane. Teil 1,Tanya Stewner,2017.0,0.563,0.721,142900.0,0.271,F#/Gb,0.245,-17.377,0.96,80.607,0.356,False,0
Sybilla (Może własnie Sybilla),Madame,2011.0,0.0108,0.551,187120.0,0.847,E,0.0838,-8.305,0.0767,161.42600000000004,0.608,False,0
Wszystko Będzie Dobrze,Fokus,2011.0,0.211,0.6579999999999999,179507.0,0.8490000000000001,F#/Gb,0.075,-5.522,0.21,94.683,0.967,False,0
Boom & Pound - Original Mix,XNRG,2011.0,3.2200000000000003e-05,0.647,271543.0,0.988,G,0.109,-6.334,0.0529,147.97799999999995,0.514,False,0
"Nein, meinen Kanzler fick ich nicht",Helmut Cool,2017.0,0.000268,0.536,188500.0,0.8640000000000001,G,0.314,-5.659,0.04,135.063,0.657,False,0
Pela Fé,PG,2011.0,0.000287,0.322,375699.0,0.936,C#/Db,0.61,-3.252,0.0556,146.00799999999995,0.254,False,0
WTF! - Haezer Remix,The Boomzers,2010.0,0.00119,0.743,276500.0,0.534,F#/Gb,0.111,-5.7620000000000005,0.0728,129.98,0.287,False,0
181 - Das Kabinett des Zauberers - Teil 03,Die drei ???,2016.0,0.473,0.613,106240.0,0.494,B,0.252,-12.586,0.927,138.5,0.397,False,0
A po rrina,Nexhat Osmani,2017.0,0.0758,0.69,214230.0,0.669,G,0.142,-9.093,0.0895,92.999,0.65,False,0
Coco Cuba,DTF,2017.0,0.295,0.7490000000000001,216203.0,0.655,B,0.0905,-5.159,0.101,159.985,0.79,False,0
"Teil 10: House of Night - Verloren, Kapitel 73",P.C. Cast,2013.0,0.6409999999999999,0.7,256907.0,0.236,G,0.0995,-13.432,0.95,103.944,0.4270000000000001,False,0
Kapitel 13: Der Valentinstag,Miraculous,2018.0,0.371,0.6459999999999999,110840.0,0.7020000000000001,A,0.8,-7.504,0.635,91.342,0.843,False,0
SDS,Lyla,2013.0,0.2,0.5760000000000001,249731.0,0.6579999999999999,C,0.158,-4.143,0.0301,117.001,0.423,False,0
Uragirino Yuuyake,Team Akihabara,2011.0,0.000247,0.525,160320.0,0.906,B,0.196,-6.017,0.0407,151.086,0.76,False,0
A m'ke shpirt,Labi,2016.0,0.7,0.597,225048.0,0.648,F#/Gb,0.713,-7.904,0.0427,94.983,0.534,False,0
Diggin' My Own Grave,Five Finger Death Punch,2015.0,0.00536,0.479,227239.0,0.94,B,0.0854,-5.746,0.0663,155.966,0.315,False,0
Van Halen Is A Rockstar [Mix Cut] - Original Mix,Brennan Heart,2010.0,0.0167,0.6629999999999999,219587.0,0.947,F#/Gb,0.338,-5.234,0.174,151.713,0.355,False,0
House of Night - Ungezähmt - Teil 1,P.C. Cast,2010.0,0.411,0.628,391440.0,0.293,F,0.154,-14.2,0.965,168.87,0.527,False,0
Let's Move On,DJ PMX,2017.0,0.0363,0.813,232867.0,0.861,C#/Db,0.128,-5.84,0.0446,100.023,0.696,False,0
Pyro,The Rills,2017.0,9.35e-06,0.439,169246.0,0.947,A,0.15,-5.14,0.0652,100.051,0.6709999999999999,False,0
9ucci Bank,BewhY,2017.0,0.307,0.518,257271.0,0.8440000000000001,F,0.5379999999999999,-3.457,0.373,102.957,0.539,False,0
Rebel Yell,Billy Idol,2015.0,0.00185,0.5379999999999999,287160.0,0.8079999999999999,A,0.29,-6.981,0.0547,166.345,0.514,False,0
Barbie und ihre Schwestern im Pferdeglück - Teil 12,Barbie,2013.0,0.703,0.713,116630.0,0.489,G,0.644,-12.36,0.947,105.026,0.529,False,0
"Vielleicht mag ich dich morgen, Kapitel 85",Mhairi McFarlane,2016.0,0.595,0.62,262335.0,0.231,C#/Db,0.119,-19.748,0.96,170.024,0.421,False,0
You & I,RHODES,2015.0,0.055,0.502,295467.0,0.435,E,0.0912,-9.248,0.0322,118.027,0.392,False,0
Ja Te Volim Vise (9000 Milja),Zeljko Samardzic,2018.0,0.303,0.754,208000.0,0.65,F,0.0894,-6.863,0.0726,120.068,0.635,False,0
Cocaine Model,ZHU,2014.0,0.252,0.7859999999999999,255094.0,0.7070000000000001,A,0.142,-6.2120000000000015,0.0535,120.013,0.312,False,0
"Atlantis (From ""Banjo-Tooie"")",Xnarky,2017.0,0.748,0.574,302693.0,0.557,C,0.099,-6.343,0.0337,74.994,0.386,False,0
"Betrübet Ist Zu Dieser Frist, WV 104",Gwendolyn Toth,2010.0,0.994,0.187,195093.0,0.125,E,0.142,-18.968,0.0338,94.099,0.145,False,0
Wvkvndv,Diamant,2018.0,0.000411,0.585,240000.0,0.833,B,0.653,-5.492000000000001,0.0334,100.024,0.721,False,0
Ypsia,HolyU,2018.0,0.326,0.359,383226.0,0.777,C#/Db,0.081,-11.267,0.0517,118.366,0.1689999999999999,False,0
Mir,Ufo361,2017.0,0.618,0.521,242759.0,0.237,A,0.105,-20.94,0.0372,86.96700000000001,0.172,False,0
P'tit Loup,Quetzal,2011.0,0.104,0.373,238187.0,0.647,D,0.111,-11.115,0.121,167.063,0.321,False,0
Kapitel 203 - Sowas kann auch nur mir passieren,Mhairi McFarlane,2018.0,0.441,0.684,132138.0,0.281,A,0.342,-18.991,0.954,99.98,0.179,False,0
Endstation Sehnsucht: Scene 2,Michael Schacht,2018.0,0.513,0.625,106880.0,0.532,B,0.292,-13.103,0.84,118.862,0.754,False,0
Wrestlemania 20,Westside Gunn,2018.0,0.187,0.634,384500.0,0.408,F,0.0779,-9.185,0.0533,75.38600000000002,0.687,False,0
G.R.E.E.N,PzeyCrankBoy,2018.0,0.545,0.573,224112.0,0.6809999999999999,F,0.107,-5.7970000000000015,0.304,119.976,0.6990000000000001,False,0
"Wag Ka Ng Umiyak - From ""FPJ's Ang Probinsyano""",Gary Valenciano,2015.0,0.868,0.183,311053.0,0.298,A#/Bb,0.195,-7.796,0.0324,83.55,0.0917,False,0
Gaudi Medley: Y.M.C.A. / By The Rivers Of Babylon / Gloria / So a schöner Tag (Fliegerlied),Südtiroler Gaudimusikanten,2016.0,0.5539999999999999,0.479,336693.0,0.635,F,0.0507,-9.078,0.0425,132.101,0.8290000000000001,False,0
GC8,Green Crack,2013.0,0.00279,0.388,104273.0,0.565,C,0.504,-7.832000000000002,0.149,136.899,0.328,False,0
Euphoria,Qhemist,2018.0,0.0072099999999999,0.579,383328.0,0.882,E,0.369,-7.327000000000001,0.0738,140.048,0.0338,False,0
LRRH,Rural Zombies,2018.0,0.00109,0.639,193514.0,0.879,F#/Gb,0.156,-6.287000000000001,0.0351,123.022,0.584,False,0
Swavin,Nzola,2018.0,0.146,0.75,222561.0,0.628,A#/Bb,0.208,-7.784,0.0535,123.939,0.521,False,0
Ein Porträt Torquemadas - Teil 16,Bibliothek des Schreckens,2018.0,0.395,0.718,73486.0,0.335,A#/Bb,0.224,-11.355,0.934,120.628,0.779,False,0
OTW - Acoustic Version,Missy & Blonde,2018.0,0.851,0.595,201656.0,0.294,G#/Ab,0.129,-8.912,0.037,129.998,0.53,False,0
"2:00 P.M. Rainy/Snowy (From ""Animal Crossing: New Leaf"")",daigoro789,2016.0,0.972,0.655,87467.0,0.0203,F,0.181,-31.457,0.276,117.113,0.241,False,0
Alvará,MC Menor da VD,2018.0,0.227,0.775,217887.0,0.653,E,0.0952,-2.024,0.153,86.63799999999998,0.605,False,0
Kapitel 2: UHO - Unbekanntes Hook Objekt,Disney - Cars,2012.0,0.478,0.6559999999999999,87733.0,0.7959999999999999,G#/Ab,0.235,-10.218,0.818,80.808,0.545,False,0
Walking in the Rain,Dumbfoundead,2010.0,0.0971,0.754,268800.0,0.626,C#/Db,0.283,-7.739,0.148,87.37200000000001,0.8270000000000001,False,0
VHS,Jacek Stęszewski,2017.0,0.53,0.711,194302.0,0.667,E,0.113,-7.7810000000000015,0.0492,104.996,0.805,False,0
Hype,NEFFEX,2018.0,0.0586,0.624,150400.0,0.87,F,0.202,-4.75,0.248,74.975,0.7070000000000001,False,0
Role Model Ywysketch,"Rhymin' Eiman ""Sheikh"" Makki",2014.0,0.309,0.8079999999999999,233300.0,0.7559999999999999,D,0.142,-3.402,0.0604,126.097,0.14,False,0
Suga - Remix,Star Cast,2017.0,0.0344,0.8009999999999999,164507.0,0.6940000000000001,F,0.486,-6.523,0.0901,92.005,0.743,False,0
"QsensX, Pt. 125",QsensX,2018.0,0.385,0.7340000000000001,361885.0,0.23,A,0.312,-15.613,0.0501,128.004,0.359,False,0
Terdampar Di Hatimu,Five Minutes,2015.0,0.0792,0.456,239070.0,0.547,E,0.081,-5.7120000000000015,0.0278,160.039,0.5720000000000001,False,0
