track,artist,year,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,charted,weeks-on-board
Uzakların Türküsü,Özlem Özdil,1996.0,0.612,0.685,253573.0,0.419,G,0.356,-15.758,0.032,130.02200000000002,0.622,False,0
Qissat El Ward,Fairuz,1995.0,0.992,0.36,268693.0,0.0795,A#/Bb,0.105,-14.002,0.039,92.017,0.391,False,0
Maalox Texas Blues,Hubert-Félix Thiéfaine,1993.0,0.00812,0.565,349000.0,0.6409999999999999,F,0.0701,-11.293,0.0275,106.14,0.7090000000000001,False,0
"Oboe Concerto in E-Flat Major, Wq. 165, H. 468: III. Allegro ma non troppo",Carl Philipp Emanuel Bach,1992.0,0.947,0.341,346880.0,0.0931,D#/Eb,0.363,-21.105,0.0315,96.517,0.488,False,0
Dzibrilov mi dodajte ibrik,Hafiz Aziz Alili,1999.0,0.174,0.442,339566.0,0.464,F,0.36,-12.564,0.0313,117.993,0.34,False,0
De Manhã Dem Cedo Busco,CPB,1997.0,0.976,0.306,144933.0,0.108,G#/Ab,0.185,-12.625,0.0352,77.068,0.503,False,0
Recycled Assassins (feat. Montageone),Xzibit,1999.0,0.383,0.593,253333.0,0.929,C,0.0711,-5.334,0.447,184.144,0.529,False,0
La luna ha vent'anni,Pooh,1990.0,0.63,0.535,275733.0,0.6970000000000001,B,0.18,-4.828,0.0297,137.94899999999998,0.508,False,0
Kapitel 09 - Die Osterferien (Folge 026),Bibi und Tina,1996.0,0.763,0.7170000000000001,88761.0,0.322,G#/Ab,0.395,-16.67,0.941,108.625,0.6729999999999999,False,0
Angel (Featuring Regina Bell),DMX,1999.0,0.128,0.631,305093.0,0.745,G#/Ab,0.06,-5.513,0.44,78.906,0.7090000000000001,False,0
Techno Sub Urb,Xjacks,1997.0,0.8420000000000001,0.473,346133.0,0.0595,D,0.091,-28.946,0.0309,131.13299999999998,0.0341,False,0
Laila - Airplay-Mix,Blue System,1995.0,0.00491,0.578,207600.0,0.933,D,0.406,-5.6370000000000005,0.0382,134.834,0.7709999999999999,False,0
Rivals,Nobuo Uematsu,1999.0,0.958,0.151,210933.0,0.186,G,0.145,-12.72,0.035,73.124,0.0366,False,0
Don't Pull Out on Me Yet,TLC,1999.0,0.0739,0.611,273533.0,0.446,F#/Gb,0.0614,-7.388,0.051,200.201,0.594,False,0
Timoteo 4:12-16 – Sé Ejemplo,VCV,1998.0,0.0358,0.569,280007.0,0.613,G,0.171,-16.858,0.0804,113.325,0.784,False,0
The Bells of Notre Dame,David Ogden Stiers,1996.0,0.8270000000000001,0.328,386427.0,0.239,D,0.152,-16.467,0.0635,75.99600000000002,0.246,False,0
"Sonate in G, hob. XVI/44: II. Allegretto",Franz Joseph Haydn,1994.0,0.994,0.375,275040.0,0.0643,G,0.124,-24.803,0.0414,93.553,0.396,False,0
From Here to Fame (Remastered),Aim,1999.0,0.0227,0.6459999999999999,327803.0,0.647,A#/Bb,0.165,-8.437999999999999,0.0487,83.20700000000002,0.47,False,0
In the Fen Country - Symphonic Impression,Ralph Vaughan Williams,1994.0,0.959,0.0631,836000.0,0.035,F,0.0809,-24.482,0.044,63.99800000000001,0.0321,False,0
'Imi Au Iā ʻOe,Keola Beamer,1997.0,0.977,0.542,190333.0,0.0645,C,0.109,-18.841,0.0386,76.832,0.155,False,0
Die Säulen der Erde - Teil 33,Ken Follett,1999.0,0.605,0.5760000000000001,707880.0,0.591,C,0.732,-12.566,0.905,107.254,0.379,False,0
Ты не один,ДДТ,1999.0,0.0733,0.425,312267.0,0.508,F#/Gb,0.479,-12.105,0.0338,120.709,0.295,False,0
Der Wachstumstrank - Teil 11,Weihnachtsmann & Co.KG,1997.0,0.584,0.623,84320.0,0.546,A#/Bb,0.6759999999999999,-10.258,0.622,79.29899999999998,0.8270000000000001,False,0
Vw Polka (Volle Wäsch),Quintett Harmonie,1992.0,0.7659999999999999,0.731,181773.0,0.722,A#/Bb,0.332,-9.1,0.0382,137.578,0.992,False,0
Reel Around The Sun,Maire Breatnach,1997.0,0.359,0.337,521773.0,0.456,D,0.166,-12.525,0.0487,125.982,0.0342,False,0
Reggae,KFT,1994.0,0.0606,0.7509999999999999,185667.0,0.7929999999999999,E,0.0561,-11.634,0.0382,148.541,0.986,False,0
En kväll i Juni,Lasse Berghagen,1998.0,0.488,0.583,172027.0,0.731,F#/Gb,0.247,-8.825,0.0498,77.501,0.7879999999999999,False,0
Die Flaschenpost - Teil 6,Weihnachtsmann & Co.KG,1997.0,0.565,0.632,96413.0,0.633,C#/Db,0.7140000000000001,-11.116,0.473,114.826,0.809,False,0
Vẫn nhớ,Jimmi Nguyen,1996.0,0.0656,0.628,216307.0,0.343,G,0.129,-11.862,0.0262,88.927,0.334,False,0
Tuulella ei ole ystävää,A. Aallon Rytmiorkesteri,1994.0,0.76,0.638,239667.0,0.382,C#/Db,0.105,-14.041,0.0313,124.238,0.481,False,0
"Ej, Šta Mi Radiš",Alka Vuica,1995.0,0.0411,0.7170000000000001,245067.0,0.774,E,0.0822,-15.317,0.0426,122.093,0.8170000000000001,False,0
Efesios 6:1 – Hónralos,VCV,1998.0,0.0575,0.54,242469.0,0.5489999999999999,C,0.08,-14.98,0.161,194.821,0.6559999999999999,False,0
My Dad Snores,John Williamson,1990.0,0.775,0.4,152040.0,0.0413,D,0.124,-19.38,0.0391,95.719,0.395,False,0
Iugi,Alaitz Eta Maider,1997.0,0.799,0.902,113400.0,0.547,D#/Eb,0.078,-7.077999999999999,0.184,96.787,0.984,False,0
Moist Vagina - 2013 Mix,Nirvana,1993.0,0.000127,0.344,213453.0,0.5670000000000001,A#/Bb,0.225,-11.437,0.0384,110.306,0.613,False,0
"Száguldás, Porche szerelem",Zsuzsa Cserháti,1997.0,0.105,0.634,235173.0,0.888,D#/Eb,0.315,-6.864,0.108,180.911,0.939,False,0
Prece ao Trino Deus,CPB,1996.0,0.923,0.488,127533.0,0.162,F,0.0726,-10.832,0.0276,98.855,0.39,False,0
Silver Bells - Single Version,Bing Crosby,1993.0,0.8809999999999999,0.419,184800.0,0.111,F,0.149,-14.446,0.0343,99.646,0.546,False,0
"Ima Žena, Nema Broja",Vuco,1998.0,0.384,0.536,206373.0,0.7759999999999999,G,0.0693,-7.567,0.0658,111.849,0.664,False,0
Worldwide Gunnin',WC,1998.0,0.194,0.78,205440.0,0.736,B,0.133,-3.386,0.356,179.321,0.84,False,0
Písničková Vzducholoď,Heidi Janku,1990.0,0.0209,0.583,234293.0,0.7070000000000001,A,0.376,-12.65,0.0298,131.249,0.92,False,0
Kapitel 17: Das Dschungelbuch,Disney - Das Dschungelbuch,1997.0,0.81,0.7879999999999999,115493.0,0.575,C,0.4370000000000001,-8.295,0.456,96.184,0.853,False,0
Dauerwelle vs. Minipli,Die Ärzte,1996.0,0.00493,0.276,54373.0,0.907,A,0.0957,-6.882999999999999,0.115,87.82799999999997,0.205,False,0
Gecenin Üçünde,Fikret Kızılok,1993.0,0.826,0.737,322175.0,0.142,G,0.0924,-22.3,0.0395,131.994,0.635,False,0
Bailando - Energia Mix Short Version,Loona,1999.0,0.00496,0.654,218347.0,0.926,F#/Gb,0.7959999999999999,-7.103,0.0459,133.015,0.764,False,0
Kapitel 11: Leons Weihnachten,Weihnachtsmann & Co.KG,1997.0,0.5920000000000001,0.589,169067.0,0.659,C,0.108,-12.437,0.885,88.65899999999998,0.695,False,0
Fanfare for the Common Man,Aaron Copland,1996.0,0.984,0.223,167160.0,0.165,A#/Bb,0.348,-16.394000000000002,0.0504,73.46300000000002,0.0518,False,0
Uomini Celesti,Bandabardò,1998.0,0.31,0.758,223160.0,0.799,F#/Gb,0.256,-7.273,0.0691,120.321,0.589,False,0
Rapporti infidi - Remastered,Rsu,1997.0,0.000157,0.487,186900.0,0.917,F#/Gb,0.379,-5.95,0.0412,163.06799999999996,0.547,False,0
Ein Bär für Pablo - Teil 6,Weihnachtsmann & Co.KG,1997.0,0.522,0.665,87680.0,0.68,F,0.785,-9.412,0.8640000000000001,117.293,0.887,False,0
Suite No. 2 for Jazz Orchestra: VII. Waltz II,Dmitri Shostakovich,1997.0,0.961,0.195,231640.0,0.178,D#/Eb,0.0732,-15.618,0.0319,177.40200000000004,0.35,False,0
Medley: It's Christmas Time All Over the World / Auld Lang Syne / Let It Snow! / Let There Be Peace on Earth / We Wish You a Merry Christmas,Hugh Martin,1995.0,0.949,0.281,507133.0,0.276,C,0.703,-14.87,0.0424,90.536,0.1369999999999999,False,0
Kapitel 08: Das Dschungelbuch,Disney - Das Dschungelbuch,1997.0,0.633,0.6609999999999999,73427.0,0.483,C#/Db,0.338,-10.771,0.933,108.639,0.745,False,0
Bosorka,Elán,1991.0,0.0177,0.482,235000.0,0.494,D,0.0686,-14.86,0.0305,200.233,0.747,False,0
"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1992.0,0.182,0.604,218373.0,0.616,C,0.979,-10.309,0.0444,85.191,0.733,False,0
In the Fen Country,Ralph Vaughan Williams,1990.0,0.98,0.0618,1064880.0,0.0547,D,0.0798,-20.935,0.048,65.42,0.0287,False,0
107 - Lösegeld für einen Irrtum - Teil 19,TKKG,1998.0,0.418,0.664,87920.0,0.3670000000000001,G#/Ab,0.423,-11.73,0.41,108.081,0.594,False,0
When You Gonna Learn? - Cante Hondo Mix,Jamiroquai,1993.0,0.00412,0.7659999999999999,348400.0,0.84,A#/Bb,0.0914,-6.175,0.0541,106.015,0.475,False,0
Xnoybis (Psychofuck Dub),Godflesh,1994.0,0.00463,0.303,1049867.0,0.41,A#/Bb,0.108,-16.042,0.0681,118.244,0.0997,False,0
"Orfeo ed Euridice (Orphée et Eurydice), Wq. 30 - Vienna Version (1762) / Act 3: ""Che farò senza Euridice?""",Christoph Willibald Gluck,1999.0,0.965,0.307,227907.0,0.0452,F#/Gb,0.339,-22.129,0.048,103.184,0.116,False,0
Finale erster Akt,"Original (German) Cast of ""Tanz Der Vampire""",1998.0,0.471,0.27,113333.0,0.524,F#/Gb,0.117,-8.097000000000001,0.0422,81.79899999999998,0.17,False,0
Tattooed On My Mind,D'Sound,1998.0,0.0873,0.66,225627.0,0.506,F#/Gb,0.332,-9.738,0.0377,80.024,0.645,False,0
Av hela mitt hjärta,Lasse Stefanz,1996.0,0.64,0.718,199747.0,0.711,F,0.125,-7.545,0.0311,116.045,0.8170000000000001,False,0
Uxolo,Skeleton,1997.0,0.00732,0.768,402280.0,0.902,G,0.143,-11.546,0.0498,137.056,0.883,False,0
Ugly Papa,Dana Gillespie,1990.0,0.0737,0.4970000000000001,173000.0,0.713,F,0.0758,-7.427,0.19,181.917,0.939,False,0
"Grieg: Piano Concerto in A Minor, Op. 16: II. Adagio",Edvard Grieg,1999.0,0.983,0.22,392960.0,0.0285,C#/Db,0.0829,-21.261,0.0402,140.405,0.0359,False,0
Mjölnarens Irene,Wizex,1995.0,0.633,0.61,209027.0,0.6970000000000001,G,0.311,-7.3039999999999985,0.0388,123.814,0.7090000000000001,False,0
Iets Met Een Kanon,Herman Finkers,1999.0,0.8590000000000001,0.469,266653.0,0.455,G#/Ab,0.6970000000000001,-17.157,0.807,126.49,0.291,False,0
Snijeg Pade Na Behar Na Voće,Indexi,1999.0,0.344,0.682,341960.0,0.41,F#/Gb,0.114,-9.094,0.0394,95.184,0.313,False,0
Blue Fields,Nobuo Uematsu,1999.0,0.895,0.456,174133.0,0.29,C,0.106,-13.232,0.0428,158.908,0.512,False,0
Do Ya',K.T. Oslin,1993.0,0.424,0.647,245733.0,0.233,G,0.0914,-13.15,0.0361,165.928,0.403,False,0
Santa Maria,Neoton Familia,1998.0,0.0211,0.564,297320.0,0.867,G,0.98,-6.702999999999999,0.0956,122.326,0.762,False,0
被遺忘的時光,Tsai Chin,1996.0,0.6829999999999999,0.298,164667.0,0.227,G,0.0817,-11.485,0.0384,112.079,0.173,False,0
Take A Look (At Yourself),Guru,1993.0,0.0619,0.6729999999999999,239067.0,0.62,C#/Db,0.0831,-10.63,0.051,83.902,0.7829999999999999,False,0
Kapitel 12: Der fliegende Teppich,Weihnachtsmann & Co.KG,1997.0,0.581,0.6409999999999999,202040.0,0.6829999999999999,G,0.617,-10.328,0.943,89.93799999999997,0.5820000000000001,False,0
Xhan Xhan,Ganimete Abazi (Ganja),1998.0,0.17,0.774,211027.0,0.687,C,0.0485,-8.914,0.0714,108.956,0.894,False,0
The Four Seasons,Lei Qiang,1998.0,0.7140000000000001,0.412,114027.0,0.193,C,0.3229999999999999,-15.507,0.0411,117.015,0.648,False,0
Don Juan - Ballet Pantomimes: 8. Brillante,Christoph Willibald Gluck,1993.0,0.971,0.461,53600.0,0.0276,A,0.148,-21.103,0.0629,149.57,0.78,False,0
It's a Dream - Infused mix,DJ Panda,1994.0,0.356,0.7490000000000001,263941.0,0.993,B,0.0875,-9.918,0.0711,165.645,0.802,False,0
Hvem har skapt alle blomstene?,Birgitte Bjørland,1998.0,0.3720000000000001,0.742,125907.0,0.276,D,0.134,-13.19,0.0312,115.295,0.382,False,0
"Carmen, WD 31 / Act 1: ""L'amour est un oiseau rebelle"" (Habanera)",Georges Bizet,1997.0,0.965,0.339,260000.0,0.121,D,0.5539999999999999,-14.376,0.0326,127.271,0.277,False,0
Ay Dil,Aram Tigran,1997.0,0.994,0.551,248989.0,0.326,A,0.163,-14.532,0.0416,107.809,0.807,False,0
"Dixit Dominus, HWV 232: Dixit Dominus Domino meo",George Frideric Handel,1999.0,0.959,0.463,334467.0,0.21,F#/Gb,0.1639999999999999,-17.641,0.0334,102.389,0.365,False,0
(-) Ions,TOOL,1996.0,0.938,0.221,240573.0,0.5660000000000001,A,0.3229999999999999,-24.483,0.596,105.209,0.0301,False,0
Soulful Strut,"Grover Washington, Jr.",1996.0,0.34,0.561,257400.0,0.772,C,0.0771,-6.729,0.0661,185.864,0.8220000000000001,False,0
Dime Que Sí,Hugo Avendaño,1997.0,0.884,0.363,191173.0,0.545,D,0.12,-5.757999999999999,0.04,99.232,0.371,False,0
"Gotitas De Miel - En Vivo Desde Metropolitan, MX/1998",Pandora,1999.0,0.583,0.8490000000000001,196200.0,0.521,E,0.113,-8.847999999999997,0.0293,106.246,0.903,False,0
W.C.S. (First Draft),dEUS,1994.0,0.055,0.598,305867.0,0.743,C,0.7659999999999999,-8.943999999999997,0.073,134.343,0.685,False,0
Zrnka,František Nedvěd ml.,1999.0,0.328,0.485,138147.0,0.647,A,0.1689999999999999,-9.616,0.0354,96.478,0.7170000000000001,False,0
On Children,Jack Wilson,1999.0,0.366,0.461,326733.0,0.454,F,0.0643,-14.765,0.046,124.948,0.802,False,0
Yksinäinen pihlaja,Toni Rossi,1990.0,0.496,0.448,194333.0,0.242,C,0.134,-14.432,0.0287,112.586,0.445,False,0
You Put A Move On My Heart,Quincy Jones,1995.0,0.653,0.47,373267.0,0.501,F,0.109,-7.002000000000002,0.0277,149.784,0.212,False,0
Yelé (feat. Refugee All Stars),Wyclef Jean,1997.0,0.763,0.733,324027.0,0.308,G#/Ab,0.139,-15.222,0.194,133.895,0.6,False,0
Vi ska ha våra bågar kvar,Kenneth & The Knutters,1998.0,0.00479,0.315,338893.0,0.928,E,0.435,-7.324,0.155,125.572,0.405,False,0
"Tin Pan Alley - Live at Steamboat 1874, Austin, TX - April 1980",Stevie Ray Vaughan,1992.0,0.125,0.422,452973.0,0.391,G,0.5720000000000001,-12.172,0.0386,153.01,0.545,False,0
Dziesięć przykazań,Bajm,1995.0,0.0549,0.5760000000000001,269067.0,0.616,G,0.096,-5.144,0.028,119.804,0.146,False,0
Junger Adler '93 (ein Lied für (m)einen Sohn),Tom Astor,1993.0,0.00901,0.561,216200.0,0.422,A,0.159,-11.329,0.0236,85.529,0.74,False,0
'O surdato 'nnammurato,Claudio Villa,1991.0,0.971,0.436,165640.0,0.192,F,0.0709,-12.949000000000002,0.0369,123.388,0.495,False,0
Moody's Mood For Love (I'm In The Mood For Love),Quincy Jones,1995.0,0.8059999999999999,0.612,258307.0,0.475,C,0.108,-8.899,0.0529,122.727,0.441,False,0
Chiedi La Luna,Michele Zarrillo,1994.0,0.117,0.765,201133.0,0.436,F,0.112,-12.89,0.0277,112.003,0.764,False,0
Edgar & Sabin's Theme,Nobuo Uematsu,1994.0,0.769,0.44,155133.0,0.109,B,0.205,-12.791,0.033,89.70200000000001,0.24,False,0
Sadie,R. Kelly,1993.0,0.244,0.565,270333.0,0.487,F#/Gb,0.134,-10.706,0.0556,161.812,0.444,False,0
Skovannye odnoy tsep'ju,Nautilus Pompilius,1996.0,0.601,0.6709999999999999,256033.0,0.7,A#/Bb,0.589,-10.773,0.189,118.681,0.306,False,0
Die Schöpfung Hob. XXI:2 / Erster Teil: 13. Chor mit Soli: Die Himmel erzählen die Ehre Gottes,Franz Joseph Haydn,1991.0,0.963,0.264,264040.0,0.33,C,0.27,-15.0,0.0362,97.333,0.501,False,0
T.N.T. For The Brain - Instrumental Mix,Enigma,1997.0,0.0642,0.5329999999999999,246579.0,0.735,A,0.0725,-11.351,0.0347,111.037,0.7190000000000001,False,0
"Walk All Over You - Live at the Pavillion de Paris, Paris, France - December 1979",AC/DC,1997.0,0.0054,0.0895,306373.0,0.956,D,0.8540000000000001,-3.234,0.144,184.117,0.117,False,0
Aloa Oe,Freddy Quinn,1997.0,0.8370000000000001,0.263,211507.0,0.315,E,0.257,-12.367,0.037,88.348,0.373,False,0
Dealing with the Roster,Junkie XL,1998.0,0.101,0.596,327173.0,0.978,G,0.0758,-5.169,0.12,135.851,0.252,False,0
Night Life - Live,Johnny Cash,1998.0,0.84,0.593,223840.0,0.498,C,0.586,-11.974,0.124,96.858,0.319,False,0
Ау,Lyapis Trubetskoy,1998.0,0.11,0.688,234000.0,0.634,A,0.119,-6.609,0.0495,122.943,0.895,False,0
Hairdresser,ZZ Top,1996.0,0.0138,0.518,228693.0,0.847,A,0.178,-6.4510000000000005,0.0361,163.892,0.77,False,0
Keep Your Shit The Hardest,DMX,1998.0,0.00147,0.7020000000000001,288533.0,0.626,C#/Db,0.1369999999999999,-8.327,0.274,179.347,0.371,False,0
Phinda Mzala (Whispers in the Deep (Live),Stimela,1993.0,0.375,0.58,526333.0,0.763,B,0.454,-8.043,0.0354,115.477,0.7020000000000001,False,0
Enigma Variations: Nimrod,London Philharmonic Orchestra,1998.0,0.966,0.0627,204133.0,0.0717,D#/Eb,0.119,-20.986,0.0394,68.3,0.0374,False,0
It's Getting' Better (Man!!),Oasis,1997.0,0.000203,0.376,420000.0,0.921,D,0.4370000000000001,-1.719,0.0613,126.1,0.152,False,0
Fettan Gözlüm,Mustafa Keser,1994.0,0.754,0.524,262107.0,0.575,F#/Gb,0.134,-7.314,0.039,138.328,0.359,False,0
Living In The World Today - Instrumental,GZA,1995.0,0.135,0.8390000000000001,263569.0,0.4970000000000001,A,0.108,-8.635,0.0377,95.002,0.452,False,0
Spiegel im Spiegel - Version for Violin and Piano / Reprise,Arvo Pärt,1999.0,0.921,0.203,588773.0,0.00405,F,0.0466,-42.646,0.0357,78.525,0.0424,False,0
What Is House (LFO Remix),LFO,1992.0,6.7e-05,0.504,266467.0,0.853,F#/Gb,0.311,-7.237,0.0407,132.809,0.7340000000000001,False,0
Ive Brussel,Jorge Ben Jor,1993.0,0.448,0.496,223333.0,0.7559999999999999,A,0.23,-10.486,0.0382,148.967,0.861,False,0
Melocotone,Xjacks,1997.0,0.6659999999999999,0.552,202467.0,0.0362,G,0.244,-24.898000000000003,0.0788,109.071,0.186,False,0
Don Juan - Ballet Pantomimes: 28. Allegretto,Christoph Willibald Gluck,1993.0,0.825,0.569,45840.0,0.0126,C,0.0828,-46.703,0.0413,130.878,0.628,False,0
Gypsy,Ronan Hardiman,1996.0,0.389,0.632,130440.0,0.515,E,0.407,-12.226,0.0307,113.947,0.522,False,0
Men Yaoum Tgharrabna,Fairuz,1994.0,0.55,0.463,266907.0,0.3229999999999999,C,0.0811,-12.901,0.0356,151.68,0.5820000000000001,False,0
Teclo,PJ Harvey,1995.0,0.221,0.5770000000000001,296067.0,0.174,E,0.339,-15.904000000000002,0.0382,141.936,0.195,False,0
080 - Geheimakte Ufo - Teil 07,Die drei ???,1998.0,0.687,0.518,89573.0,0.8370000000000001,G#/Ab,0.805,-11.189,0.909,108.136,0.306,False,0
5 Yr. Plan,H2O,1996.0,0.00144,0.504,176280.0,0.7909999999999999,E,0.332,-6.731,0.0505,123.578,0.595,False,0
Wait Up,Q-Tip,1999.0,0.383,0.888,222533.0,0.652,F#/Gb,0.0825,-6.1560000000000015,0.38,95.749,0.687,False,0
Wintertell,IQ,1999.0,0.698,0.294,181867.0,0.462,D,0.0902,-7.451,0.0288,168.317,0.362,False,0
Kapitel 17 - Der Pferdetausch (Folge 037),Bibi und Tina,1999.0,0.534,0.79,97302.0,0.499,C#/Db,0.417,-17.718,0.943,105.813,0.526,False,0
I Will Wait For You,Laura Fygi,1997.0,0.682,0.433,166333.0,0.26,D#/Eb,0.117,-13.116,0.0363,114.068,0.395,False,0
Song For Catherine,K's Choice,1995.0,0.321,0.524,180867.0,0.247,G#/Ab,0.18,-14.018,0.0278,127.92,0.221,False,0
Klu Klux Kxxts,Nasenbluten,1996.0,8.68e-05,0.353,223613.0,0.904,A#/Bb,0.335,-14.25,0.0524,144.046,0.131,False,0
"Ariodante, HWV 33 / Act 3: ""Bramo aver mille vite..."" - Live",George Frideric Handel,1997.0,0.939,0.451,268800.0,0.186,G#/Ab,0.107,-20.509,0.0461,81.783,0.521,False,0
FC-Leed - Unser Hätz schlät för dr FC Kölle,De Höhner,1993.0,0.433,0.752,223600.0,0.67,G#/Ab,0.7440000000000001,-11.347,0.0428,122.174,0.807,False,0
Mmm...Skyscraper I Love You - Remastered,Underworld,1994.0,0.0259,0.405,790428.0,0.624,B,0.136,-12.329,0.0406,119.776,0.179,False,0
When I Fall In Love - Instrumental,"Grover Washington, Jr.",1994.0,0.942,0.266,377240.0,0.315,D#/Eb,0.337,-10.935,0.0346,95.22,0.158,False,0
Una Muchacha Igual Que Todas,Angelica Maria,1997.0,0.725,0.7659999999999999,171160.0,0.595,E,0.229,-7.6560000000000015,0.0391,130.029,0.966,False,0
D'You Know What I Mean? - NG's 2016 Rethink,Oasis,1997.0,0.000134,0.321,443653.0,0.8320000000000001,E,0.201,-3.872,0.0384,79.991,0.311,False,0
"Accellerationen Walzer, Op. 234",Johann Strauss II,1990.0,0.908,0.351,521493.0,0.138,G,0.931,-17.538,0.0356,105.815,0.3229999999999999,False,0
Ch'méneu d'quévaux,Renaud,1993.0,0.5489999999999999,0.743,147307.0,0.489,G,0.111,-10.326,0.141,119.915,0.858,False,0
"VfB, i steh zu dir - Radio-Edit",Pomm Fritz,1996.0,0.498,0.525,205693.0,0.616,G,0.289,-7.006,0.0341,131.972,0.318,False,0
Vhelade,Girls On Pills,1994.0,0.0221,0.7170000000000001,282802.0,0.568,A#/Bb,0.31,-15.374,0.052,119.604,0.226,False,0
107 - Lösegeld für einen Irrtum - Teil 02,TKKG,1998.0,0.875,0.539,96933.0,0.6859999999999999,G#/Ab,0.8959999999999999,-10.352,0.907,91.255,0.687,False,0
Cuando No Estás Conmigo,Pk2,1994.0,0.67,0.7140000000000001,166661.0,0.597,F#/Gb,0.0501,-6.797999999999999,0.0298,93.296,0.922,False,0
Dalekohlad,Milan Lasica,1990.0,0.0156,0.457,145680.0,0.8009999999999999,F,0.15,-7.223,0.0369,107.093,0.621,False,0
Nozanin,Yulduz Usmonova,1999.0,0.107,0.727,288853.0,0.897,E,0.0208,-5.934,0.0342,113.987,0.952,False,0
Jee Chahe Roz Miley,lqbal Kashmiri,1996.0,0.547,0.575,310579.0,0.693,C,0.141,-6.107,0.062,88.75,0.495,False,0
A Nightingale Sang In Berkeley Square,Qdup,1999.0,0.706,0.531,525307.0,0.331,D#/Eb,0.296,-12.806,0.0346,121.359,0.0902,False,0
Real Niggaz Don't Die,N.W.A.,1991.0,0.126,0.735,220133.0,0.937,G,0.597,-5.1110000000000015,0.173,91.633,0.522,False,0
"Violin Sonata in C Major, Wq. 73, H. 504: II. Andante",Carl Philipp Emanuel Bach,1994.0,0.932,0.327,294360.0,0.0898,G#/Ab,0.0887,-19.817,0.0458,88.399,0.332,False,0
Ruoste,CMX,1994.0,0.209,0.395,241573.0,0.424,G,0.144,-10.096,0.0286,126.274,0.0909,False,0
"Horn Concerto No.2 in D, H.VIID No.4: 2. Adagio",Franz Joseph Haydn,1991.0,0.985,0.121,411227.0,0.0743,B,0.124,-22.439,0.0473,85.821,0.0551,False,0
El Gavilancillo,Banda Sinaloense MM,1998.0,0.578,0.757,153773.0,0.631,A#/Bb,0.24,-10.214,0.0547,103.658,0.967,False,0
Promise Me You'll Try,Jennifer Lopez,1999.0,0.618,0.625,231733.0,0.444,C#/Db,0.132,-8.41,0.0239,105.874,0.14,False,0
Halt mi no oimol,POMM FRITZ,1992.0,0.255,0.541,249731.0,0.512,A#/Bb,0.111,-9.914,0.0284,127.985,0.289,False,0
The Droid Invasion and the Appearance of Darth Maul,John Williams,1999.0,0.7809999999999999,0.274,311293.0,0.242,G#/Ab,0.0999,-17.854,0.0461,87.098,0.0393,False,0
Am Fenster - Radio Edit,City,1992.0,0.121,0.584,236133.0,0.398,F,0.181,-14.288,0.0872,119.656,0.705,False,0
Desponta o Sol,CPB,1997.0,0.967,0.526,112173.0,0.163,D#/Eb,0.119,-12.552,0.0284,108.085,0.426,False,0
Access / Song Of Sand I,Nils Petter Molvær,1998.0,0.0109,0.59,350240.0,0.787,F#/Gb,0.121,-11.869000000000002,0.0766,154.571,0.422,False,0
I Told The Storm - Interlude,Greg O'Quin 'N Joyful Noyze,1997.0,0.435,0.466,143933.0,0.328,D,0.3720000000000001,-17.709,0.546,173.081,0.223,False,0
"Tick, Tick...",MF DOOM,1999.0,0.0749,0.457,244507.0,0.6659999999999999,C#/Db,0.132,-7.695,0.362,83.04700000000003,0.7090000000000001,False,0
Kapitel 05 - Das verhexte Osterei (Folge 066),Bibi Blocksberg,1997.0,0.41,0.716,92640.0,0.38,C#/Db,0.0413,-17.315,0.945,91.637,0.425,False,0
Q'lero,Garigoles,1998.0,0.00202,0.5379999999999999,145440.0,0.7979999999999999,C,0.13,-6.593999999999999,0.0814,105.255,0.525,False,0
Jasmine Flower,Lei Qiang,1995.0,0.818,0.194,110973.0,0.25,D,0.401,-11.629,0.036,112.194,0.51,False,0
"088 - Kampf um das Zauberschwert ""Drachenauge"" - Teil 06",TKKG Retro-Archiv,1994.0,0.601,0.6629999999999999,103693.0,0.733,F,0.392,-9.698,0.87,106.355,0.503,False,0
Outer Limits,IQ,1994.0,0.0221,0.215,494107.0,0.474,E,0.0866,-11.447,0.0416,74.551,0.154,False,0
Kapitel 12 - Amadeus ist krank (Folge 002),Bibi und Tina,1991.0,0.662,0.616,96309.0,0.556,A#/Bb,0.0574,-12.214,0.94,84.259,0.657,False,0
Fz-10,Riesgo de Contagio,1998.0,0.003,0.489,188227.0,0.858,F,0.0968,-7.796,0.132,128.533,0.511,False,0
Kapitel 1.13,Howard Phillips Lovecraft,1997.0,0.396,0.5670000000000001,74146.0,0.149,F,0.374,-27.451,0.8190000000000001,76.312,0.126,False,0
Bez słów (Chodzą ulicami ludzie),Wolna Grupa Bukowina,1999.0,0.908,0.481,152987.0,0.278,G#/Ab,0.099,-14.029000000000002,0.045,169.325,0.586,False,0
Dokąd Zmierzamy?,Robert Gawlinski,1995.0,0.411,0.301,232320.0,0.467,A,0.111,-11.232,0.0313,93.892,0.446,False,0
Say It (Over And Over Again),John Coltrane Quartet,1995.0,0.943,0.384,258600.0,0.125,D#/Eb,0.265,-14.545,0.0413,66.97800000000001,0.221,False,0
